Date,Open,High,Low,Close,Shares Traded,Turnover (Rs. Cr)
2006-08-11,2687.2,2703.9,2665.05,2692.65,239963823,6072.48
2006-08-14,2711.6,2732.8,2708.95,2730.1,197430826,4878.83
2006-08-16,2763.2,2783.95,2763.2,2768.25,236191231,6430.83
2006-08-17,2790.65,2791.85,2740.9,2760.25,221576443,6592.09
2006-08-18,2767.1,2774.5,2753.25,2767.4,227627873,5968.36
2006-08-21,2768.4,2782.85,2753.1,2779.85,172959979,4871.26
2006-08-22,2780.05,2808.05,2767.65,2775.75,206206068,5492.33
2006-08-23,2774.4,2781.7,2743.0,2750.45,176177191,5117.76
2006-08-24,2731.0,2781.5,2724.75,2776.05,194059765,5948.89
2006-08-25,2792.75,2805.05,2785.3,2793.7,217978584,5849.84
2006-08-28,2794.35,2809.65,2792.3,2806.85,144219939,3616.14
2006-08-29,2826.85,2834.95,2822.05,2826.45,181804170,5075.62
2006-08-30,2837.2,2837.2,2810.3,2825.9,196809974,5225.87
2006-08-31,2840.5,2842.15,2802.9,2807.95,244074744,7251.48
2006-09-01,2810.55,2830.1,2801.85,2828.3,200847246,5399.48
2006-09-04,2846.35,2869.85,2846.35,2865.95,213744965,5187.44
2006-09-05,2873.8,2877.35,2858.9,2871.9,199178190,5178.54
2006-09-06,2876.7,2892.75,2872.3,2882.85,209870858,5746.7
2006-09-07,2867.25,2880.85,2854.15,2866.3,206398855,5755.95
2006-09-08,2874.85,2889.8,2865.0,2884.3,236384413,6621.7
2006-09-11,2894.35,2894.35,2784.9,2794.8,251575795,6652.27
2006-09-12,2800.45,2823.25,2765.15,2820.45,235949393,6813.28
2006-09-13,2855.15,2888.0,2852.55,2878.1,259759977,6906.57
2006-09-14,2898.0,2904.9,2880.2,2894.75,237526696,6211.86
2006-09-15,2896.35,2906.5,2867.55,2898.9,237334503,6261.03
2006-09-18,2913.85,2922.45,2906.15,2911.6,222938945,5537.5
2006-09-19,2920.7,2927.7,2864.6,2878.9,254187228,6600.38
2006-09-20,2856.75,2914.1,2852.5,2910.2,192670655,5420.52
2006-09-21,2929.4,2947.75,2929.4,2945.1,211788935,6216.59
2006-09-22,2929.85,2952.95,2920.5,2934.65,200493166,5803.69
2006-09-25,2942.15,2943.65,2914.55,2920.0,175408258,4914.56
2006-09-26,2935.1,2953.25,2917.05,2950.8,185113660,5680.15
2006-09-27,2970.85,2976.75,2954.95,2963.4,211020889,6022.78
2006-09-28,2971.35,2973.1,2955.05,2965.5,287786639,7649.95
2006-09-29,2978.05,2994.25,2971.85,2988.25,242568127,5645.75
2006-10-03,2994.55,3005.85,2978.45,2985.0,196656342,5387.07
2006-10-04,2994.35,2997.6,2943.25,2948.8,220173682,6429.12
2006-10-05,2951.15,2998.5,2951.15,2993.35,250821900,6623.72
2006-10-06,3005.9,3011.6,2993.5,3002.65,253969775,5855.09
2006-10-09,2988.05,3018.4,2978.55,3003.75,200726450,4755.29
2006-10-10,3019.9,3031.45,3000.95,3007.55,211019968,5131.43
2006-10-11,3026.6,3037.1,2977.15,2987.4,224002962,5855.23
2006-10-12,2996.7,3036.4,2983.45,3032.6,194590613,5757.64
2006-10-13,3063.05,3069.75,3057.15,3064.9,227675593,6798.38
2006-10-16,3078.0,3099.6,3077.45,3090.25,218415178,6610.53
2006-10-17,3101.75,3101.75,3065.75,3077.85,192899515,5952.31
2006-10-18,3076.3,3088.7,3072.2,3076.05,238527003,7041.13
2006-10-19,3088.5,3088.9,3035.3,3051.35,218939377,6145.43
2006-10-20,3065.85,3082.7,3049.45,3057.05,192427378,5443.88
2006-10-21,3076.1,3081.75,3066.55,3069.9,40611036,1036.04
2006-10-23,3075.9,3075.9,3044.35,3048.05,150663830,4013.16
2006-10-26,3053.4,3069.55,3048.75,3064.45,254709042,7762.29
2006-10-27,3082.85,3114.1,3082.85,3111.3,216051119,6632.13
2006-10-30,3109.1,3133.9,3102.0,3130.65,223115163,7167.47
2006-10-31,3143.4,3145.2,3100.5,3114.55,277910192,7733.69
2006-11-01,3130.9,3135.2,3113.55,3130.45,210332264,6457.63
2006-11-02,3131.25,3159.4,3129.65,3150.4,191581243,6250.52
2006-11-03,3156.8,3163.1,3137.45,3161.4,206314235,6408.45
2006-11-06,3165.05,3178.9,3159.2,3173.05,212679126,6450.08
2006-11-07,3196.1,3196.1,3162.3,3167.05,247217323,7511.65
2006-11-08,3170.65,3177.15,3110.15,3141.4,224355047,7256.47
2006-11-09,3156.55,3167.45,3139.2,3156.2,221869150,6514.46
2006-11-10,3164.75,3190.8,3152.15,3186.7,223978734,7063.28
2006-11-13,3195.55,3217.1,3192.45,3215.4,196811194,5543.82
2006-11-14,3233.6,3236.8,3206.25,3216.85,208408066,6837.89
2006-11-15,3233.8,3233.8,3205.85,3225.65,217631436,7423.59
2006-11-16,3230.1,3248.45,3217.1,3226.85,249955856,8668.29
2006-11-17,3243.6,3243.9,3186.95,3200.6,222500023,7459.85
2006-11-20,3174.95,3196.45,3136.1,3191.3,237058247,8252.93
2006-11-21,3204.45,3246.0,3204.45,3244.65,193436533,7074.01
2006-11-22,3259.35,3276.85,3255.3,3273.55,222865671,7720.33
2006-11-23,3281.35,3294.45,3267.55,3277.35,213703694,7591.13
2006-11-24,3282.65,3301.3,3273.4,3291.0,209764310,6903.04
2006-11-27,3294.75,3314.5,3294.75,3307.55,180409989,5426.33
2006-11-28,3274.15,3291.2,3262.05,3267.2,210143971,6995.35
2006-11-29,3288.6,3295.6,3269.15,3274.65,207962885,6360.81
2006-11-30,3297.4,3297.4,3268.8,3280.45,249229329,8066.96
2006-12-01,3298.3,3320.4,3290.1,3318.9,185430231,6209.66
2006-12-04,3333.45,3341.05,3318.5,3331.65,201679630,6996.26
2006-12-05,3354.4,3354.4,3330.15,3339.15,203990605,6692.0
2006-12-06,3344.95,3353.4,3301.75,3326.0,199639953,6671.05
2006-12-07,3333.4,3335.8,3317.0,3330.2,166627305,5932.84
2006-12-08,3336.2,3339.65,3286.1,3295.6,186007566,6265.85
2006-12-11,3294.3,3294.3,3162.75,3195.25,224334321,7952.88
2006-12-12,3181.7,3203.6,3026.85,3071.8,270331993,9478.71
2006-12-13,3081.45,3137.85,3027.55,3128.7,246158767,8446.77
2006-12-14,3147.05,3209.9,3147.05,3202.6,198052381,6904.29
2006-12-15,3233.3,3249.95,3226.05,3235.45,220588611,7686.87
2006-12-18,3255.7,3255.7,3181.65,3252.7,186221505,6863.43
2006-12-19,3239.75,3251.45,3147.45,3180.0,209097706,7752.12
2006-12-20,3206.5,3221.05,3146.95,3164.95,197141324,7458.7
2006-12-21,3152.85,3188.25,3130.8,3176.75,165679257,5950.52
2006-12-22,3180.45,3211.8,3173.65,3208.8,166110871,5193.56
2006-12-26,3215.9,3263.7,3214.0,3261.4,149227284,4724.01
2006-12-27,3278.25,3297.95,3278.25,3289.2,173854497,5673.41
2006-12-28,3307.7,3307.7,3283.0,3288.55,233316796,8038.12
2006-12-29,3295.0,3308.15,3290.5,3295.05,165107175,5406.45
2007-01-02,3299.9,3327.4,3293.55,3323.1,141668119,4346.18
2007-01-03,3335.3,3346.4,3312.8,3342.7,223990016,6673.79
2007-01-04,3353.35,3356.95,3320.2,3327.9,249257416,6820.46
2007-01-05,3328.55,3350.95,3314.95,3325.3,219674367,6575.91
2007-01-08,3312.6,3312.6,3275.45,3286.9,200525431,5955.98
2007-01-09,3299.95,3313.2,3250.85,3264.1,207613170,6372.26
2007-01-10,3262.1,3262.1,3209.0,3214.6,196642117,6289.03
2007-01-11,3210.8,3290.7,3210.8,3284.3,218185259,7101.03
2007-01-12,3306.95,3365.6,3306.95,3362.1,270110213,7737.14
2007-01-15,3393.3,3396.75,3381.6,3385.2,248003124,6762.6
2007-01-16,3395.55,3403.55,3377.6,3386.2,280345617,6270.22
2007-01-17,3397.1,3408.8,3389.15,3396.45,283800786,6208.1
2007-01-18,3410.7,3443.6,3395.25,3415.2,299882592,7330.59
2007-01-19,3435.2,3435.55,3376.25,3397.6,234829849,6979.63
2007-01-22,3412.1,3414.4,3383.1,3405.85,199856358,5814.96
2007-01-23,3399.3,3403.0,3363.6,3368.5,240223351,6357.29
2007-01-24,3383.5,3396.85,3371.8,3388.8,256645424,6614.02
2007-01-25,3405.3,3437.45,3394.65,3431.6,371581067,9954.81
2007-01-29,3434.35,3442.75,3418.85,3424.5,263985012,7211.69
2007-01-31,3433.0,3438.3,3384.2,3393.1,293083596,8822.94
2007-02-01,3411.55,3434.9,3390.3,3432.0,249623478,6554.74
2007-02-02,3448.7,3473.85,3448.7,3462.15,314603906,8545.84
2007-02-05,3466.75,3482.95,3454.6,3480.6,267811480,6927.09
2007-02-06,3491.15,3492.6,3467.4,3474.1,301690568,7640.16
2007-02-07,3479.0,3500.9,3476.15,3494.2,280195196,7658.06
2007-02-08,3500.7,3502.0,3469.3,3492.7,266187478,6786.44
2007-02-09,3500.0,3505.55,3442.75,3453.35,253876676,7013.05
2007-02-12,3427.15,3427.15,3328.45,3338.45,266000795,7031.9
2007-02-13,3317.1,3395.45,3294.4,3324.55,276363649,8038.76
2007-02-14,3266.9,3330.2,3259.85,3322.75,245932635,7301.55
2007-02-15,3362.65,3407.75,3362.65,3403.7,257937667,7222.84
2007-02-19,3412.8,3431.5,3409.35,3414.65,208818315,5637.23
2007-02-20,3421.35,3421.35,3368.85,3373.35,193091859,5893.11
2007-02-21,3370.35,3391.3,3354.75,3365.1,230400001,6341.69
2007-02-22,3373.2,3385.8,3312.7,3322.45,315067647,9692.43
2007-02-23,3335.75,3335.75,3226.65,3241.75,249010683,7760.23
2007-02-26,3247.4,3258.45,3184.35,3244.75,219226326,7577.18
2007-02-27,3255.1,3266.2,3211.85,3223.8,201808357,6489.78
2007-02-28,3059.35,3186.45,3059.35,3107.75,380005818,11243.08
2007-03-01,3118.75,3151.4,3079.85,3147.5,274385134,8231.74
2007-03-02,3141.7,3176.3,3081.0,3091.25,248039852,7500.71
2007-03-05,2999.3,3011.25,2937.2,2957.85,257773516,7568.1
2007-03-06,3011.45,3029.15,2945.55,3002.95,266715657,7318.44
2007-03-07,3031.0,3048.1,2931.0,2968.45,237157756,7025.93
2007-03-08,2980.2,3084.9,2963.6,3072.6,231150233,6493.11
2007-03-09,3093.05,3093.05,3024.45,3048.15,249747298,6940.99
2007-03-12,3058.35,3096.85,3049.85,3066.3,197648868,5814.19
2007-03-13,3074.7,3105.3,3063.25,3102.8,192860834,5844.73
2007-03-14,3029.9,3029.9,3003.25,3010.05,194094058,6097.42
2007-03-15,3055.35,3069.2,3011.25,3019.3,174557969,5670.45
2007-03-16,3034.35,3038.65,2966.4,2993.15,155653475,5070.22
2007-03-19,3010.15,3044.65,2996.95,3042.35,119133736,3572.61
2007-03-20,3065.7,3081.1,3053.0,3062.7,167269604,4956.62
2007-03-21,3078.8,3106.2,3052.25,3102.55,167152518,4853.78
2007-03-22,3141.8,3176.95,3141.8,3174.5,206470558,6507.86
2007-03-23,3179.4,3193.95,3158.2,3168.65,205396174,6010.57
2007-03-26,3170.35,3181.9,3139.9,3141.85,157718452,5123.64
2007-03-28,3117.85,3125.6,3089.45,3095.6,194166279,6160.62
2007-03-29,3105.25,3121.95,3086.8,3116.25,276913023,8078.88
2007-03-30,3123.35,3151.4,3123.35,3145.35,202646472,5755.99
2007-04-02,3067.3,3076.95,2997.85,3008.75,184130609,5921.24
2007-04-03,3027.25,3053.75,3012.3,3046.65,179678411,5752.71
2007-04-04,3059.3,3097.75,3059.3,3082.65,200800713,6061.3
2007-04-05,3086.35,3114.35,3069.4,3100.85,195624823,5434.01
2007-04-09,3120.1,3177.4,3120.1,3172.55,184206990,5048.66
2007-04-10,3182.3,3190.95,3161.0,3183.7,222982662,6711.48
2007-04-11,3191.0,3210.2,3185.5,3195.45,231700550,6484.09
2007-04-12,3160.6,3190.1,3160.6,3173.3,176143815,5497.89
2007-04-13,3186.9,3237.9,3178.0,3233.9,211569630,7034.34
2007-04-16,3253.5,3303.8,3253.5,3302.85,223390434,6679.34
2007-04-17,3312.35,3312.35,3275.8,3281.8,221080092,6978.48
2007-04-18,3299.5,3326.5,3297.65,3305.05,206296522,6081.57
2007-04-19,3264.15,3306.3,3253.0,3295.25,198973519,6036.01
2007-04-20,3327.35,3357.0,3325.8,3353.6,229403124,6949.64
2007-04-23,3379.25,3380.75,3346.45,3352.65,225129383,6163.85
2007-04-24,3342.2,3407.75,3335.75,3394.7,266940402,8993.49
2007-04-25,3393.15,3419.85,3386.2,3416.5,285963855,8636.16
2007-04-26,3447.35,3453.4,3395.75,3422.4,301423955,9513.98
2007-04-27,3410.25,3417.4,3358.1,3363.5,212857728,6337.74
2007-05-31,3553.35,3569.3,3542.95,3563.65,338360441,9587.25
2007-06-01,3586.0,3596.0,3568.95,3575.15,267622421,7317.36
2007-06-04,3595.85,3599.4,3549.95,3557.2,271371142,6689.87
2007-06-05,3558.15,3575.7,3543.0,3571.45,256727753,6663.27
2007-06-06,3572.5,3585.0,3498.2,3502.7,281225036,7619.61
2007-06-07,3490.55,3523.8,3467.95,3488.15,242939892,7061.88
2007-06-08,3449.15,3493.75,3449.15,3457.4,265610364,8636.52
2007-06-11,3484.8,3501.85,3450.9,3458.25,215308596,6372.34
2007-06-12,3469.95,3469.95,3413.05,3453.9,226774014,6641.04
2007-06-13,3456.6,3459.85,3422.2,3429.2,193800149,5993.09
2007-06-14,3462.2,3485.15,3459.75,3482.65,199737850,6380.2
2007-06-15,3491.55,3512.55,3476.7,3486.7,195298409,6243.52
2007-06-18,3500.75,3509.25,3463.4,3468.4,175562921,5299.94
2007-06-19,3470.9,3523.4,3461.25,3519.8,174278799,5895.4
2007-06-20,3543.85,3558.15,3538.45,3555.15,243402691,7769.92
2007-06-21,3567.3,3581.5,3547.8,3575.75,242908595,8154.28
2007-06-22,3581.85,3590.6,3564.2,3571.2,238868626,7031.66
2007-06-25,3575.35,3581.3,3558.95,3574.15,190846030,6223.96
2007-06-26,3573.55,3599.25,3573.55,3593.85,190155948,6533.52
2007-06-27,3599.4,3599.4,3570.3,3575.65,203253213,6794.8
2007-06-28,3593.35,3597.05,3574.05,3585.95,307425506,9573.21
2007-06-29,3600.65,3626.1,3600.65,3625.75,310488717,8477.43
2007-07-02,3630.0,3650.4,3624.3,3631.6,278969862,7602.36
2007-07-03,3645.95,3669.7,3645.95,3666.6,303966829,8080.2
2007-07-04,3683.4,3686.1,3650.55,3669.3,268938570,7589.27
2007-07-05,3677.15,3684.95,3615.65,3652.4,235150356,7186.74
2007-07-06,3653.2,3683.25,3649.25,3672.55,231530363,8035.35
2007-07-09,3690.5,3708.75,3684.8,3703.65,205058807,6673.37
2007-07-10,3712.4,3717.4,3684.9,3693.2,289055467,7852.18
2007-07-11,3681.2,3702.7,3660.0,3690.95,294220767,8019.17
2007-07-12,3710.8,3747.05,3710.8,3744.45,337837536,9697.81
2007-07-13,3771.9,3795.25,3771.9,3780.75,356213652,11908.43
2007-07-16,3790.0,3797.35,3777.6,3791.65,294971283,8724.47
2007-07-17,3815.8,3827.2,3770.75,3775.95,344497900,9295.83
2007-07-18,3779.45,3782.4,3738.6,3774.65,298628362,8043.4
2007-07-19,3789.0,3821.25,3789.0,3816.25,261078072,8524.8
2007-07-20,3842.5,3846.05,3809.65,3819.3,306845466,9364.41
2007-07-23,3813.95,3864.9,3809.3,3859.9,264630363,8533.18
2007-07-24,3879.05,3883.9,3850.15,3856.15,273681546,9173.02
2007-07-25,3834.9,3852.9,3802.9,3828.65,284451234,9572.27
2007-07-26,3830.05,3854.8,3820.4,3848.95,347027707,12049.21
2007-07-27,3812.55,3812.55,3690.15,3711.55,335408515,11857.55
2007-07-30,3710.65,3751.45,3681.45,3710.35,272001038,8857.46
2007-07-31,3740.15,3786.85,3709.55,3783.85,273265899,9205.43
2007-08-01,3739.3,3739.3,3624.7,3628.85,266210326,9725.09
2007-08-02,3644.9,3679.75,3619.05,3642.85,202478738,7289.95
2007-08-03,3660.6,3704.8,3660.6,3688.4,195840362,6694.92
2007-08-06,3628.85,3650.0,3586.0,3639.95,193569107,6560.54
2007-08-07,3689.0,3693.35,3652.55,3660.55,238883876,6737.49
2007-08-08,3687.75,3748.15,3687.75,3739.4,283689332,7894.31
2007-08-09,3783.2,3793.85,3676.9,3684.1,293580494,8175.23
2007-08-10,3571.4,3635.95,3562.15,3628.7,275095271,7866.65
2007-08-13,3662.3,3668.8,3635.1,3659.9,241054910,5570.77
2007-08-14,3668.75,3670.85,3651.3,3660.9,247223351,4906.25
2007-08-16,3563.35,3563.35,3503.5,3506.1,344540048,8996.39
2007-08-17,3479.75,3506.7,3364.35,3447.4,440257987,12055.1
2007-08-20,3550.1,3568.15,3507.95,3519.95,323416189,6947.9
2007-08-21,3537.3,3537.3,3394.8,3405.15,342685041,7552.96
2007-08-22,3433.05,3459.3,3362.8,3450.8,343503723,8384.46
2007-08-23,3506.4,3519.4,3411.55,3421.5,328686626,8829.64
2007-08-24,3436.05,3485.1,3418.25,3478.95,228408283,6082.05
2007-08-27,3519.95,3578.75,3519.95,3575.85,205758969,6159.36
2007-08-28,3577.45,3604.8,3566.85,3599.7,210869434,6298.78
2007-08-29,3528.7,3631.95,3528.7,3625.65,295556640,8312.37
2007-08-30,3663.0,3665.55,3641.15,3656.75,384034650,11554.84
2007-08-31,3662.75,3713.05,3661.5,3711.55,357894196,8298.0
2007-09-03,3730.6,3747.7,3713.1,3746.25,333453597,7129.76
2007-09-04,3764.1,3773.15,3740.1,3755.0,359006749,7573.48
2007-09-05,3774.7,3781.2,3743.5,3755.1,334047835,8277.02
2007-09-06,3734.5,3792.7,3734.5,3789.9,284650141,7406.71
2007-09-07,3807.8,3814.0,3775.9,3782.75,319218653,7621.75
2007-09-10,3744.8,3794.05,3744.8,3788.0,279024957,6524.29
2007-09-11,3810.6,3815.2,3775.05,3788.0,309862034,7430.06
2007-09-12,3801.8,3814.95,3784.85,3789.6,344842348,7731.06
2007-09-13,3805.55,3829.15,3805.55,3822.75,352664830,8294.33
2007-09-14,3846.1,3864.2,3793.7,3800.85,307489498,8486.92
2007-09-17,3816.15,3829.35,3778.55,3793.25,247046052,6783.24
2007-09-18,3787.55,3838.6,3787.55,3834.75,304426102,8161.99
2007-09-19,3917.5,3966.75,3910.95,3963.65,432263058,12842.01
2007-09-20,3976.35,4004.0,3960.2,3987.95,414676659,11316.39
2007-09-21,3983.55,4045.1,3983.55,4036.5,613395619,12231.53
2007-09-24,4073.45,4108.0,4045.0,4104.5,612176184,13699.82
2007-09-25,4114.8,4121.05,4058.5,4111.05,618821436,13057.96
2007-09-26,4129.1,4159.0,4116.05,4122.45,702451361,13223.8
2007-09-27,4163.95,4177.75,4143.45,4150.15,662791530,17049.75
2007-09-28,4172.25,4202.95,4158.6,4188.55,612593594,14298.38
2007-10-01,4206.7,4253.7,4179.4,4237.8,513159675,14538.88
2007-10-03,4278.8,4375.4,4186.05,4327.5,628298524,19659.72
2007-10-04,4311.2,4342.8,4268.7,4335.25,504186240,14817.02
2007-10-05,4354.35,4359.75,4287.45,4301.75,397834058,12366.21
2007-10-08,4335.55,4343.8,4141.55,4195.25,420008618,12278.69
2007-10-09,4151.2,4377.5,4129.75,4369.7,499605880,14442.05
2007-10-10,4413.25,4466.4,4404.85,4454.55,485656807,17249.29
2007-10-11,4470.0,4529.45,4440.2,4523.8,346707705,12830.24
2007-10-12,4482.1,4542.8,4435.6,4451.4,517270753,18597.27
2007-10-15,4478.55,4627.85,4478.55,4621.05,438163857,15900.18
2007-10-16,4633.6,4657.0,4566.95,4634.05,463286945,18337.44
2007-10-17,4287.4,4551.3,4287.4,4531.7,462968924,19261.92
2007-10-18,4576.6,4669.4,4316.15,4372.85,584575357,20943.84
2007-10-19,4373.7,4373.7,4170.55,4250.45,445635467,18202.99
2007-10-22,4159.25,4279.8,4159.25,4238.35,310298401,12924.79
2007-10-23,4329.2,4473.2,4329.2,4465.75,362494439,15060.35
2007-10-24,4521.5,4553.1,4438.55,4494.0,451634591,16442.47
2007-10-25,4495.65,4570.9,4479.65,4545.65,501117605,19175.76
2007-10-26,4566.65,4657.1,4520.3,4650.2,461670618,15903.61
2007-10-29,4705.35,4795.85,4705.35,4782.95,499420922,17829.71
2007-10-30,4831.8,4839.75,4743.95,4770.9,590206661,19635.7
2007-10-31,4772.35,4843.65,4772.35,4806.85,492386943,17958.18
2007-11-01,4859.7,4891.9,4738.9,4757.85,588971680,21341.42
2007-11-02,4675.75,4818.65,4667.5,4810.5,447538509,16102.21
2007-11-05,4800.75,4846.0,4756.8,4775.4,579317350,18118.34
2007-11-06,4837.75,4871.55,4731.05,4754.8,587847758,17297.36
2007-11-07,4818.6,4825.9,4708.65,4747.45,418731123,14555.55
2007-11-08,4652.15,4722.35,4650.55,4689.45,364876068,14126.9
2007-11-09,4739.45,4739.45,4637.1,4673.75,93480451,2455.23
2007-11-12,4570.9,4645.85,4522.15,4639.4,441978523,14850.77
2007-11-13,4643.45,4754.2,4637.4,4717.15,525559593,16585.36
2007-11-14,4833.8,4909.1,4815.25,4902.45,562745736,16932.95
2007-11-15,4915.5,4955.7,4906.3,4923.85,707349638,17228.91
2007-11-16,4870.65,4978.85,4870.65,4939.1,758256094,16045.07
2007-11-19,4977.6,5020.0,4970.85,4983.35,575166903,14538.14
2007-11-20,4949.35,5005.45,4857.85,4883.15,614753694,16465.73
2007-11-21,4882.05,4885.75,4638.15,4666.8,463260855,14089.71
2007-11-22,4704.75,4704.75,4512.2,4620.75,439098092,13656.21
2007-11-23,4669.45,4724.35,4621.5,4705.05,363027592,11430.16
2007-11-26,4793.1,4834.55,4776.25,4814.3,320986932,10998.09
2007-11-27,4793.5,4810.45,4764.2,4805.3,400077565,11035.35
2007-11-28,4817.65,4851.15,4739.7,4754.75,419803763,12228.5
2007-11-29,4841.25,4844.05,4732.35,4741.05,462667198,16720.13
2007-11-30,4795.0,4878.3,4770.95,4869.55,503522439,16751.78
2007-12-03,4895.85,4976.45,4895.85,4969.95,507503147,15880.72
2007-12-04,4996.0,5017.85,4978.1,5003.3,582187494,15613.45
2007-12-05,5028.45,5085.45,5017.65,5081.2,565183008,15966.98
2007-12-06,5142.5,5151.9,5056.05,5081.55,587298258,15732.07
2007-12-07,5143.6,5143.6,5019.05,5095.65,501904156,16063.29
2007-12-10,5118.6,5121.05,5078.7,5107.4,488793591,12768.0
2007-12-11,5143.4,5206.15,5140.5,5192.55,504655846,14628.89
2007-12-12,5130.4,5271.7,5130.4,5263.8,478907159,17062.17
2007-12-13,5288.0,5290.65,5205.4,5217.15,461526173,15965.69
2007-12-14,5217.45,5252.0,5199.95,5224.0,444411097,14163.3
2007-12-17,5217.1,5217.1,4948.15,4980.85,489671390,14661.02
2007-12-18,4997.55,5020.3,4914.75,4965.7,445740477,14951.09
2007-12-19,5035.5,5059.05,4910.9,4969.15,480309084,13668.11
2007-12-20,4996.55,5009.15,4957.8,4971.05,307156466,10562.33
2007-12-24,5042.2,5133.15,5042.2,5126.4,293313137,10919.51
2007-12-26,5163.55,5232.35,5151.5,5228.55,373376941,12340.34
2007-12-27,5264.3,5264.3,5221.7,5234.3,643220437,20497.33
2007-12-28,5203.55,5288.3,5203.55,5284.2,452352166,13167.02
2007-12-31,5337.8,5364.0,5326.2,5354.7,461735136,13194.34
2008-01-01,5370.35,5399.75,5348.85,5384.55,455695052,11770.33
2008-01-02,5407.65,5449.95,5331.2,5437.8,659516990,17437.97
2008-01-03,5412.95,5478.7,5411.45,5442.2,577619330,18582.17
2008-01-04,5488.75,5527.8,5484.95,5502.6,537694344,17758.02
2008-01-07,5443.05,5518.0,5442.9,5500.15,527178679,17900.23
2008-01-08,5543.15,5563.5,5402.35,5460.3,587179188,20032.83
2008-01-09,5454.85,5505.15,5403.95,5451.9,481388946,17085.65
2008-01-10,5455.05,5518.25,5308.45,5319.9,433247130,17064.17
2008-01-11,5355.0,5370.1,5252.25,5348.2,390455193,15151.55
2008-01-14,5365.0,5396.75,5344.35,5385.25,391579213,15005.14
2008-01-15,5393.7,5427.15,5270.45,5282.1,398006523,16047.16
2008-01-16,5195.25,5217.95,5063.25,5164.95,436741543,18483.94
2008-01-17,5187.6,5229.45,5131.75,5151.15,453573670,17385.67
2008-01-18,5103.55,5132.7,4908.5,4925.85,418360017,16961.6
2008-01-21,4834.0,4834.0,4258.85,4425.55,543706873,20943.76
2008-01-22,3996.15,4208.15,3744.45,4134.3,539828717,18083.85
2008-01-23,4383.3,4510.5,4207.15,4417.0,506123037,16377.3
2008-01-24,4532.15,4553.15,4223.4,4267.1,458538211,14675.63
2008-01-25,4269.0,4574.2,4269.0,4567.2,352784780,11634.72
2008-01-28,4404.8,4507.55,4327.95,4497.5,295068214,9722.25
2008-01-29,4560.65,4595.8,4448.05,4491.25,340261060,10305.95
2008-01-30,4494.4,4494.4,4373.3,4385.6,293455752,9609.29
2008-01-31,4399.0,4442.0,4286.85,4349.0,546596657,18331.2
2008-02-01,4404.1,4461.85,4307.05,4450.05,316842994,10799.44
2008-02-04,4555.95,4639.95,4533.0,4588.4,329569916,11352.68
2008-02-05,4569.2,4629.45,4557.2,4617.3,327506702,10305.76
2008-02-06,4448.1,4525.95,4436.7,4503.4,456108174,11374.01
2008-02-07,4515.8,4538.3,4344.2,4354.2,434131251,11414.59
2008-02-08,4365.35,4378.6,4243.9,4313.95,391967176,11522.31
2008-02-11,4295.3,4295.3,4045.4,4086.8,363168037,12497.51
2008-02-12,4128.0,4151.6,4044.75,4054.4,326376620,10700.44
2008-02-13,4054.2,4162.7,4054.2,4111.65,339354788,10798.07
2008-02-14,4257.65,4351.4,4250.05,4343.55,378322233,11516.11
2008-02-15,4274.4,4441.15,4274.4,4432.6,404070735,11628.07
2008-02-18,4462.7,4462.7,4387.95,4421.3,336618141,8508.9
2008-02-19,4470.2,4499.6,4415.55,4428.7,340693568,9330.24
2008-02-20,4394.1,4398.7,4297.05,4326.35,331117707,9797.69
2008-02-21,4379.75,4401.75,4302.55,4357.35,344463145,10093.52
2008-02-22,4292.4,4317.2,4283.65,4295.35,257751038,7787.91
2008-02-25,4332.25,4353.75,4240.85,4346.85,241746163,8011.05
2008-02-26,4377.65,4414.7,4371.05,4406.05,265336889,8464.37
2008-02-27,4462.85,4485.55,4394.0,4407.95,305355941,10400.25
2008-02-28,4400.05,4423.6,4371.6,4404.35,360644825,12073.06
2008-02-29,4385.0,4399.8,4271.6,4360.7,471434812,13251.8
2008-03-03,4236.55,4262.25,4126.8,4138.95,330893864,10576.76
2008-03-04,4148.05,4153.85,3993.2,4045.3,382439154,12081.97
2008-03-05,4035.95,4079.85,4012.9,4065.65,310996945,10478.77
2008-03-07,3974.2,3974.2,3845.65,3922.5,369640664,12330.72
2008-03-10,3838.45,3937.55,3771.7,3927.9,445832670,14002.84
2008-03-11,3908.1,4036.2,3886.35,4024.4,417890580,13151.48
2008-03-12,4133.0,4152.65,3996.3,4010.15,378351639,11835.15
2008-03-13,3980.0,3980.0,3758.8,3785.1,363882472,11157.97
2008-03-14,3807.0,3878.15,3777.55,3868.65,368433354,10436.27
2008-03-17,3754.8,3754.8,3627.65,3642.35,371806261,10752.15
2008-03-18,3623.5,3705.05,3613.65,3642.8,421598575,12826.23
2008-03-19,3779.85,3785.05,3644.2,3657.8,387046448,11916.11
2008-03-24,3681.3,3708.65,3603.45,3656.45,328517740,9328.8
2008-03-25,3736.85,3894.6,3736.05,3879.75,422140117,11544.79
2008-03-26,3883.9,3917.75,3846.1,3867.25,356368990,10242.24
2008-03-27,3841.25,3895.25,3828.5,3862.25,429870650,13201.52
2008-03-28,3884.9,3986.75,3852.25,3971.15,381681875,11631.0
2008-03-31,3953.35,3953.35,3804.35,3825.85,365141940,10797.6
