Date,Open,High,Low,Close,Shares Traded,Turnover (Rs. Cr)
2010-04-29,4329.5,4344.35,4327.9,4338.25,541018006,13419.6
2010-05-03,4346.25,4358.45,4331.3,4341.25,440162954,9622.91
2010-05-04,4359.05,4360.45,4270.65,4277.85,511349234,11242.41
2010-05-05,4216.4,4280.65,4199.55,4271.5,627228078,13720.86
2010-05-06,4266.7,4275.75,4213.1,4256.75,551581064,12189.93
2010-05-07,4192.1,4216.7,4159.4,4182.25,780316744,14974.73
2010-05-10,4229.25,4306.35,4229.25,4298.6,533966253,12127.41
2010-05-11,4298.1,4301.7,4244.1,4250.0,486893395,11105.97
2010-05-12,4254.1,4273.0,4219.85,4263.9,502399119,11507.75
2010-05-13,4287.6,4311.9,4281.6,4290.6,489098263,11503.69
2010-05-14,4282.05,4302.5,4223.05,4236.65,434502671,11928.64
2010-05-17,4192.1,4220.8,4146.0,4213.25,431776472,11983.79
2010-05-18,4208.95,4246.25,4198.35,4217.4,387607827,10783.71
2010-05-19,4179.2,4189.45,4099.05,4106.4,514846487,13794.78
2010-05-20,4144.05,4163.85,4117.65,4133.45,447880050,12019.52
2010-05-21,4052.3,4107.4,4044.65,4101.6,540189534,13337.93
2010-05-24,4159.95,4177.1,4098.75,4110.8,483348963,10957.84
2010-05-25,4066.4,4070.7,3986.95,4001.9,475951036,11462.34
2010-05-26,4050.25,4072.7,4036.75,4070.55,494615054,12387.53
2010-05-27,4064.6,4130.1,4058.8,4125.75,572888944,15547.64
2010-05-28,4171.6,4191.2,4154.7,4186.8,491291257,11899.33
2010-05-31,4188.9,4232.4,4179.65,4226.6,513043353,11206.92
2010-06-01,4221.7,4226.15,4142.7,4149.1,540475760,11808.91
2010-06-02,4163.75,4196.75,4152.25,4189.75,505091431,11386.15
2010-06-03,4240.15,4262.35,4240.0,4253.15,493984428,10872.1
2010-06-04,4259.75,4270.75,4244.0,4263.45,448198111,10235.9
2010-06-07,4165.45,4199.05,4164.5,4190.0,418418322,9902.23
2010-06-08,4188.4,4216.5,4136.95,4152.0,445030563,10545.35
2010-06-09,4154.55,4205.6,4154.55,4172.0,447382818,10868.86
2010-06-10,4191.75,4232.35,4183.65,4228.95,457694888,10545.33
2010-06-11,4268.55,4268.55,4236.6,4247.25,450067876,11737.94
2010-06-14,4268.65,4300.95,4260.8,4299.05,489298276,10117.66
2010-06-15,4306.95,4320.9,4288.45,4314.8,676912350,12634.92
2010-06-16,4330.6,4337.4,4309.5,4319.95,602868479,12841.88
2010-06-17,4326.55,4351.25,4305.4,4344.3,528719938,12806.54
2010-06-18,4351.2,4364.75,4317.75,4328.65,551023649,13032.53
2010-06-21,4374.85,4396.75,4372.3,4388.7,493542100,11426.05
2010-06-22,4370.85,4391.3,4364.85,4368.7,530933571,11196.15
2010-06-23,4355.1,4385.7,4355.1,4379.75,475265456,10475.44
2010-06-24,4382.9,4399.65,4355.1,4372.35,628325066,15437.8
2010-06-25,4363.45,4387.6,4353.2,4365.85,518168745,12235.86
2010-06-28,4387.65,4432.45,4383.1,4429.25,496824123,11890.57
2010-06-29,4416.05,4425.2,4367.95,4383.75,487917505,11510.0
2010-06-30,4352.2,4424.3,4352.2,4420.7,557954534,13686.5
2010-07-01,4391.95,4402.6,4373.75,4386.35,460004806,10613.87
2010-07-02,4392.15,4414.85,4374.4,4382.55,512269359,10398.16
2010-07-05,4381.0,4394.8,4372.4,4379.65,365498141,6653.43
2010-07-06,4382.15,4419.35,4382.15,4413.7,394283455,8649.59
2010-07-07,4417.05,4417.05,4379.65,4385.9,408495290,9169.72
2010-07-08,4423.15,4445.5,4420.6,4424.35,411423585,9597.11
2010-07-09,4448.95,4469.25,4448.95,4461.55,557328560,12203.86
2010-07-12,4470.5,4494.45,4461.75,4474.7,462603276,11137.78
2010-07-13,4470.15,4492.7,4463.4,4491.35,508437373,12456.15
2010-07-14,4528.1,4528.1,4471.4,4479.25,540245699,13133.06
2010-07-15,4481.95,4487.8,4458.75,4468.45,425514386,11234.92
2010-07-16,4473.5,4492.8,4470.1,4490.05,444268690,11236.2
2010-07-19,4472.35,4504.95,4472.35,4488.95,419891823,9251.73
2010-07-20,4509.75,4510.5,4465.7,4474.75,406587343,8819.1
2010-07-21,4483.35,4505.55,4483.35,4499.15,410885045,10440.67
2010-07-22,4492.65,4530.75,4484.5,4528.65,448922576,11624.57
2010-07-23,4554.9,4554.9,4518.75,4523.25,533262496,12303.16
2010-07-26,4534.45,4534.45,4490.85,4497.5,429480315,10027.87
2010-07-27,4505.05,4523.15,4494.2,4508.9,411842011,11698.26
2010-07-28,4520.0,4525.55,4487.55,4494.6,382309917,11864.53
2010-07-29,4489.1,4501.2,4481.8,4490.4,537711802,14070.04
2010-07-30,4476.6,4501.0,4470.45,4475.15,444539194,11022.42
2010-08-02,4501.8,4526.4,4501.8,4523.5,387939641,9530.06
2010-08-03,4540.2,4542.2,4525.9,4535.85,430775545,10511.01
2010-08-04,4543.6,4557.45,4527.95,4551.85,450191046,10345.91
2010-08-05,4562.7,4571.15,4540.35,4543.2,479620917,10793.67
2010-08-06,4542.6,4564.7,4531.05,4539.85,476414978,10050.7
2010-08-09,4549.8,4583.25,4546.4,4579.65,446027327,9909.05
2010-08-10,4580.95,4585.0,4549.5,4557.7,524232823,12730.53
2010-08-11,4563.0,4570.55,4531.2,4535.4,547216302,13659.24
2010-08-12,4503.0,4550.2,4503.0,4544.7,481081528,14163.4
2010-08-13,4563.3,4591.35,4563.3,4576.4,519192568,14230.02
2010-08-16,4585.7,4593.35,4535.6,4554.45,504840117,12469.88
2010-08-17,4556.0,4577.55,4552.4,4558.5,504594940,12353.8
2010-08-18,4577.5,4604.15,4570.45,4600.55,539705078,12804.53
2010-08-19,4617.3,4634.6,4611.25,4631.85,558321251,12445.15
2010-08-20,4619.3,4643.55,4618.95,4629.55,496699913,11450.06
2010-08-23,4641.7,4661.65,4630.55,4655.75,483051006,11502.74
2010-08-24,4663.7,4665.1,4616.05,4624.85,471719571,11517.83
2010-08-25,4617.8,4625.75,4576.45,4582.0,453418006,11033.45
2010-08-26,4597.35,4606.85,4580.45,4592.75,529579066,14101.66
2010-08-27,4589.65,4613.7,4539.95,4550.9,437981011,10620.58
2010-08-30,4598.15,4598.15,4539.2,4557.6,344502777,8116.81
2010-08-31,4542.4,4546.0,4497.8,4537.25,427425749,11805.51
2010-09-01,4561.6,4607.45,4559.9,4603.45,396859906,11039.41
2010-09-02,4631.15,4631.15,4607.7,4610.95,497002923,10552.28
2010-09-03,4624.35,4633.95,4615.85,4623.65,469650039,9832.62
2010-09-06,4655.1,4699.5,4651.45,4693.8,499670481,12297.59
2010-09-07,4702.15,4724.5,4700.4,4712.15,543978270,12647.13
2010-09-08,4689.55,4732.5,4689.55,4720.75,520080748,11741.19
2010-09-09,4740.25,4750.7,4723.75,4740.35,521737466,12225.43
2010-09-13,4765.85,4822.55,4765.85,4813.25,508277724,13488.26
2010-09-14,4823.6,4859.0,4807.55,4828.55,596176881,14656.02
2010-09-15,4840.15,4881.75,4840.15,4861.3,540807518,14852.91
2010-09-16,4860.55,4883.75,4815.5,4824.15,553847888,14043.97
2010-09-17,4846.5,4882.2,4846.5,4876.5,652284398,14626.7
2010-09-20,4894.85,4933.25,4888.1,4930.0,636382646,13811.69
2010-09-21,4947.25,4963.85,4896.85,4925.95,609510345,15556.12
2010-09-22,4945.6,4948.55,4878.85,4909.1,543194530,13959.75
2010-09-23,4921.1,4921.1,4871.8,4891.55,502107534,11662.75
2010-09-24,4890.45,4938.4,4890.45,4934.2,556717709,13515.36
2010-09-27,4969.3,4981.7,4948.9,4958.4,525170717,12776.64
2010-09-28,4961.5,4978.25,4935.0,4960.65,480564272,12198.72
2010-09-29,4987.6,4987.6,4918.8,4926.05,495546164,12540.55
2010-09-30,4930.1,4935.15,4889.45,4925.15,605064474,17192.49
2010-10-01,4945.4,5023.0,4945.4,5018.8,663738162,15858.15
2010-10-04,5052.15,5076.55,5027.7,5039.65,682722512,15664.32
2010-10-05,5039.85,5070.95,5033.65,5046.7,650344072,14454.76
2010-10-06,5100.65,5102.5,5069.7,5091.05,743434474,15670.46
2010-10-07,5104.65,5125.3,5040.5,5052.9,769261303,16157.1
2010-10-08,5076.65,5076.65,5007.2,5032.65,580921914,13802.44
2010-10-11,5075.9,5080.95,5048.05,5064.95,505857120,11663.83
2010-10-12,5065.05,5065.05,5000.85,5027.45,510373168,11148.42
2010-10-13,5047.55,5124.3,5034.05,5121.8,675736138,15174.42
2010-10-14,5146.4,5159.95,5070.2,5084.75,738851840,14473.47
2010-10-15,5100.5,5101.3,4990.35,4998.7,587794157,13121.31
2010-10-18,5026.2,5026.2,4932.45,5001.7,526312363,13500.1
2010-10-19,5022.8,5047.95,4962.65,4975.25,547191491,12781.93
2010-10-20,4961.9,4985.4,4935.0,4946.05,486330625,10455.35
2010-10-21,4960.75,5041.15,4959.5,5035.9,518658391,12769.71
2010-10-22,5042.4,5055.8,4998.5,5018.7,548382185,12570.86
2010-10-25,5038.0,5077.6,5038.0,5046.95,563752752,12230.12
2010-10-26,5052.7,5059.65,5025.65,5031.1,522538072,13005.64
2010-10-27,5027.55,5032.1,4967.75,4986.7,499231253,12579.23
2010-10-28,5001.65,5022.3,4951.05,4962.4,816193560,21405.32
2010-10-29,4980.75,4981.55,4915.1,4972.95,618000142,14405.61
2010-11-01,5013.8,5057.9,5013.8,5052.95,505927120,12612.53
2010-11-02,5058.4,5070.9,5039.1,5060.85,528213620,12473.59
2010-11-03,5078.2,5109.7,5078.2,5091.0,590839902,12527.07
2010-11-04,5117.9,5173.75,5117.9,5170.75,476121198,11994.6
2010-11-05,5192.75,5212.15,5190.9,5197.05,108706725,2242.19
2010-11-08,5209.5,5209.5,5162.55,5174.25,562141552,12971.76
2010-11-09,5178.55,5205.25,5157.6,5198.3,601536536,13935.5
2010-11-10,5199.2,5209.2,5181.25,5186.15,557302790,13076.79
2010-11-11,5192.0,5206.4,5108.3,5119.5,664198591,13810.57
2010-11-12,5112.95,5129.85,5002.4,5012.3,704299305,14158.62
2010-11-15,5016.8,5047.05,4980.55,5042.8,578240546,12381.8
2010-11-16,5054.75,5054.75,4922.65,4936.1,593396359,13767.75
2010-11-18,4983.9,4983.9,4857.55,4940.05,687079100,16640.28
2010-11-19,4946.85,4946.85,4834.75,4850.55,576578484,13359.76
2010-11-22,4867.3,4942.05,4855.95,4936.85,498005922,11532.25
2010-11-23,4915.8,4915.8,4785.3,4877.05,597048947,14273.27
2010-11-24,4883.65,4915.1,4797.55,4819.05,535425899,13548.47
2010-11-25,4829.0,4842.65,4730.2,4742.85,894235602,22784.52
2010-11-26,4758.65,4762.95,4588.9,4677.5,1039099664,19798.8
2010-11-29,4698.3,4742.55,4669.7,4736.45,635460492,12667.34
2010-11-30,4726.35,4795.85,4696.4,4781.4,780023536,17830.5
2010-12-01,4785.95,4881.7,4785.95,4876.3,618378256,14269.12
2010-12-02,4910.4,4937.35,4899.0,4916.2,615062468,14320.62
2010-12-03,4917.15,4920.95,4854.25,4875.8,599651593,12825.9
2010-12-06,4898.2,4932.65,4861.0,4867.15,468224353,11666.39
2010-12-07,4868.7,4870.45,4817.6,4844.05,527883282,12735.5
2010-12-08,4831.9,4831.9,4760.1,4774.45,544182939,12793.57
2010-12-09,4785.7,4790.7,4622.0,4639.1,692780830,15427.82
2010-12-10,4636.1,4718.2,4600.7,4713.3,648854331,15630.56
2010-12-13,4727.15,4768.65,4688.35,4765.6,543405912,11944.72
2010-12-14,4777.2,4814.9,4761.1,4808.8,490088285,11129.63
2010-12-15,4801.65,4809.35,4739.45,4760.3,540691710,12171.81
2010-12-16,4770.3,4799.65,4728.65,4794.95,562679596,13324.23
2010-12-20,4782.9,4819.5,4761.25,4792.8,498813043,11434.65
2010-12-21,4800.1,4838.75,4800.1,4834.8,500925198,10739.45
2010-12-22,4844.85,4859.3,4807.3,4827.7,514003815,10528.51
2010-12-23,4839.5,4845.75,4812.9,4821.15,389357580,7929.81
2010-12-24,4799.35,4842.9,4799.35,4839.9,387753875,8153.14
2010-12-27,4840.85,4865.7,4823.4,4827.9,323185549,6475.28
2010-12-28,4831.85,4837.0,4818.0,4827.55,327018901,6759.77
2010-12-29,4832.6,4876.45,4832.6,4873.55,339549255,7617.19
2010-12-30,4874.65,4906.85,4874.65,4904.65,556185449,12490.49
2010-12-31,4906.4,4947.5,4906.4,4940.95,431160205,9329.15
2011-01-03,4964.5,4980.45,4959.9,4967.3,419130570,8764.96
2011-01-04,4975.6,4988.25,4947.1,4957.1,525032508,12376.42
2011-01-05,4954.35,4954.35,4891.75,4903.1,450557962,11244.1
2011-01-06,4918.05,4926.8,4850.9,4865.05,484704290,11901.56
2011-01-07,4855.5,4863.95,4737.8,4750.75,499189909,12885.62
2011-01-10,4748.95,4750.6,4624.2,4636.2,473582235,12309.4
2011-01-11,4639.05,4682.2,4589.75,4624.95,511534266,13039.49
2011-01-12,4650.15,4716.2,4597.15,4709.85,558472343,13636.96
2011-01-13,4703.0,4718.3,4629.35,4639.8,510197742,12869.79
2011-01-14,4639.95,4691.55,4557.15,4566.75,491622037,11471.87
2011-01-17,4563.6,4583.05,4544.75,4553.65,418417408,10470.53
2011-01-18,4568.9,4604.8,4568.6,4598.35,427596972,10296.44
2011-01-19,4605.65,4620.5,4565.45,4583.85,460255538,11824.58
2011-01-20,4564.65,4605.3,4547.2,4597.7,463358594,11751.97
2011-01-21,4587.0,4610.55,4579.95,4592.7,411661515,10521.56
2011-01-24,4604.0,4636.65,4599.05,4628.7,436541508,10410.83
2011-01-25,4639.7,4667.5,4585.2,4589.5,412604836,11296.84
2011-01-27,4610.3,4611.5,4509.4,4514.0,660049242,14873.19
2011-01-28,4519.35,4519.35,4381.85,4427.5,615828300,13755.06
2011-01-31,4394.85,4435.1,4342.8,4424.6,584810188,12973.87
2011-02-01,4441.85,4446.35,4342.1,4352.15,567430197,12399.11
2011-02-02,4380.85,4405.65,4350.7,4362.35,547115737,12345.17
2011-02-03,4361.5,4432.7,4353.55,4429.9,463644464,10358.24
2011-02-04,4426.15,4460.35,4322.75,4339.55,525254269,12127.25
2011-02-07,4358.4,4362.95,4323.6,4332.1,459665627,9795.92
2011-02-08,4352.05,4352.05,4250.25,4255.7,524554845,11097.79
2011-02-09,4245.0,4257.7,4160.2,4178.3,746047669,14663.08
2011-02-10,4174.2,4193.8,4128.25,4164.3,759480936,13626.38
2011-02-11,4160.95,4244.95,4130.5,4240.45,706304112,12692.7
2011-02-14,4257.05,4371.1,4257.05,4365.75,551495424,11755.01
2011-02-15,4372.2,4404.4,4330.55,4384.6,624189662,12309.26
2011-02-16,4377.2,4405.6,4376.7,4391.35,549208690,9858.52
2011-02-17,4402.3,4443.85,4382.25,4440.0,525987735,10170.41
2011-02-18,4446.1,4483.5,4355.05,4365.3,602265228,12578.97
2011-02-21,4364.0,4407.4,4324.75,4403.2,422765956,9713.42
2011-02-22,4395.4,4400.05,4342.4,4363.45,484892265,11471.01
2011-02-23,4354.25,4379.4,4333.45,4338.75,457993047,10948.29
2011-02-24,4323.05,4327.5,4187.9,4201.2,760089684,17079.77
2011-02-25,4233.25,4248.85,4173.75,4226.75,545724937,12223.39
2011-02-28,4241.4,4343.2,4233.65,4247.15,714196988,14928.44
2011-03-01,4273.9,4397.95,4273.9,4391.75,585727722,12155.52
2011-03-03,4367.75,4425.3,4355.7,4400.7,606715395,13659.21
2011-03-04,4428.1,4455.05,4395.95,4403.75,480652791,10722.59
2011-03-07,4377.05,4377.05,4308.9,4346.55,388764633,8464.49
2011-03-08,4348.15,4396.8,4348.15,4390.6,389659992,8880.99
2011-03-09,4402.45,4422.5,4369.5,4404.3,451308304,10368.93
2011-03-10,4396.1,4396.1,4364.95,4382.2,373367596,7999.96
2011-03-11,4361.25,4388.9,4320.8,4343.7,425610108,9703.77
2011-03-14,4338.8,4402.75,4338.8,4399.65,382055425,8417.24
2011-03-15,4338.5,4368.8,4282.1,4334.7,465802263,11801.78
2011-03-16,4349.15,4401.75,4349.15,4386.45,416583545,10045.85
2011-03-17,4355.9,4389.05,4339.3,4346.9,380109992,9787.32
2011-03-18,4362.65,4370.4,4293.45,4298.4,359126231,9389.62
2011-03-21,4317.65,4319.0,4276.25,4289.3,309199977,7021.64
2011-03-22,4303.6,4336.3,4302.25,4326.5,322652964,6998.71
2011-03-23,4325.15,4374.9,4320.5,4373.35,373226782,8274.72
2011-03-24,4385.2,4410.15,4385.2,4406.65,441388841,8529.32
2011-03-25,4442.85,4499.5,4434.95,4493.35,486993254,10665.04
2011-03-28,4488.4,4530.8,4488.4,4518.3,523365084,11200.14
2011-03-29,4517.95,4570.25,4517.95,4549.0,539812046,11716.65
2011-03-30,4559.65,4606.8,4559.65,4598.45,518263497,11003.5
2011-03-31,4606.9,4647.6,4588.05,4626.45,684097677,17922.52
2011-04-01,4627.15,4646.0,4619.7,4640.05,526250687,10621.8
2011-04-04,4648.75,4714.45,4648.75,4707.2,512169358,10348.09
2011-04-05,4715.65,4729.55,4682.95,4722.85,635957070,11405.45
2011-04-06,4721.75,4753.5,4698.75,4718.6,680042654,12475.81
2011-04-07,4716.8,4741.35,4709.3,4727.35,600637005,10475.49
2011-04-08,4728.0,4749.5,4668.55,4684.5,569722904,10616.05
2011-04-11,4664.6,4675.9,4638.05,4643.1,427798773,8766.62
2011-04-13,4622.55,4736.0,4614.75,4730.5,515074861,11463.58
2011-04-15,4723.55,4727.3,4664.95,4679.8,488221466,13561.73
2011-04-18,4679.75,4732.7,4604.6,4609.0,481726913,12128.27
2011-04-19,4601.95,4625.0,4582.3,4617.7,440173122,9633.09
2011-04-20,4642.4,4697.4,4634.6,4694.7,536125577,11350.33
2011-04-21,4711.65,4736.0,4701.7,4711.55,483727960,11962.99
2011-04-25,4697.85,4730.4,4697.85,4708.35,360617220,8861.85
2011-04-26,4709.7,4719.0,4652.7,4704.85,437635703,10723.57
2011-04-27,4713.45,4723.35,4678.4,4688.0,428386956,10285.43
2011-04-28,4697.5,4700.8,4645.9,4650.45,634832856,14591.11
2011-04-29,4648.85,4664.05,4585.95,4615.3,563757060,12234.76
2012-05-02,4182.0,4203.3,4163.8,4171.3,502767480,8782.23
2012-05-03,4155.75,4155.75,4123.05,4128.65,493909585,9401.35
2012-05-04,4116.5,4118.9,4039.45,4050.85,597236252,10802.04
2012-05-07,4012.3,4081.65,3973.75,4074.95,651524172,11031.42
2012-05-08,4075.4,4085.55,3979.85,3992.55,577271083,10092.13
2012-05-09,3974.65,3999.65,3952.45,3963.7,588707059,10271.39
2012-05-10,3968.85,4012.05,3948.55,3959.6,553177178,9128.61
2012-05-11,3944.65,3961.7,3910.55,3928.25,542643104,8738.45
2012-05-14,3931.35,3946.05,3884.3,3906.9,455023531,8486.59
2012-05-15,3885.65,3938.9,3884.55,3932.9,541123928,9241.15
2012-05-16,3895.15,3895.15,3854.1,3871.4,584494028,10036.05
2012-05-17,3882.75,3923.7,3866.1,3879.15,524424697,9292.11
2012-05-18,3837.95,3899.65,3818.25,3889.05,500221939,9765.56
2012-05-21,3887.7,3926.85,3887.7,3904.45,433177571,7377.84
2012-05-22,3931.6,3940.05,3863.25,3869.8,476708419,8289.61
2012-05-23,3859.95,3859.95,3828.4,3848.8,433357526,7625.29
2012-05-24,3864.25,3911.25,3844.2,3904.85,461200044,8403.81
2012-05-25,3896.35,3921.1,3887.75,3910.6,444201302,7615.19
2012-05-28,3917.15,3966.3,3917.15,3961.05,399591215,6789.61
2012-05-29,3972.05,3983.55,3955.8,3961.1,453672911,7916.31
2012-05-30,3946.65,3946.65,3920.55,3923.85,471669364,8278.9
2012-05-31,3893.7,3923.1,3878.95,3913.05,842093846,15481.49
2012-06-01,3905.7,3915.75,3845.85,3851.95,484442452,8302.82
2012-06-04,3827.3,3857.15,3793.45,3850.8,459134398,8382.65
2012-06-05,3862.65,3888.4,3851.75,3862.55,447160434,7990.51
2012-06-06,3875.55,3967.4,3875.55,3959.0,602996787,11104.95
2012-06-07,3980.4,4000.35,3967.0,3996.5,580798632,10088.28
2012-06-08,3993.35,4019.8,3959.3,4010.95,549524446,9180.22
2012-06-11,4026.95,4054.05,3989.8,3998.05,656209121,9067.94
2012-06-12,3976.55,4047.55,3976.55,4040.9,556574671,9003.39
2012-06-13,4041.9,4062.2,4030.4,4043.75,528829360,9201.0
2012-06-14,4034.75,4049.3,3987.95,3992.25,468519984,7814.14
2012-06-15,4000.5,4052.5,4000.5,4047.45,455327887,8821.11
2012-06-18,4067.05,4085.2,3976.4,3991.35,524167167,9288.4
2012-06-19,3983.2,4022.6,3976.15,4016.45,493997992,8596.09
2012-06-20,4022.4,4049.55,4020.8,4037.8,474343196,8746.0
2012-06-21,4024.85,4076.45,4022.0,4074.2,505309759,9296.8
2012-06-22,4038.9,4072.25,4025.7,4063.75,568178809,9471.16
2012-06-25,4070.75,4103.4,4040.15,4044.75,503704441,8199.65
2012-06-26,4040.8,4060.45,4034.35,4053.2,392914383,7032.03
2012-06-27,4069.3,4081.15,4060.4,4069.85,409173275,7391.23
2012-06-28,4073.8,4083.65,4056.9,4075.05,584221921,10332.9
2012-06-29,4098.6,4174.2,4098.6,4170.65,673563714,12408.82
2012-07-02,4173.6,4196.15,4165.85,4180.9,575671987,8996.52
2012-07-03,4192.35,4212.45,4181.85,4196.7,623018975,9574.57
2012-07-04,4209.15,4217.55,4190.45,4213.05,621674618,9923.13
2012-07-05,4210.1,4240.9,4206.15,4236.95,624179753,9176.68
2012-07-06,4235.55,4235.55,4207.55,4224.15,611810004,8988.37
2012-07-09,4205.6,4209.0,4171.3,4184.15,491699275,7635.41
2012-07-10,4190.45,4237.0,4190.45,4235.8,490435479,8609.56
2012-07-11,4219.05,4234.75,4208.4,4210.65,516688198,9013.14
2012-07-12,4173.9,4179.75,4149.85,4164.6,498609742,9546.27
2012-07-13,4168.85,4189.85,4152.8,4156.75,464482505,8053.83
2012-07-16,4159.65,4171.0,4130.8,4134.75,419703005,7371.01
2012-07-17,4151.9,4161.7,4117.1,4123.05,427449517,7802.21
2012-07-18,4126.3,4143.35,4102.65,4139.75,457297986,8241.03
2012-07-19,4158.5,4170.1,4152.3,4157.3,422994192,8808.47
2012-07-20,4152.0,4154.4,4127.3,4134.75,395139271,7898.28
2012-07-23,4111.3,4111.3,4060.3,4069.05,414732259,7338.75
2012-07-24,4074.95,4086.2,4057.65,4079.3,476095214,8094.52
2012-07-25,4073.65,4073.65,4040.1,4062.4,524962586,8526.3
2012-07-26,4071.7,4072.3,3996.35,4003.6,835678654,12421.5
2012-07-27,4048.9,4080.35,4015.1,4028.25,601534728,10148.97
2012-07-30,4044.95,4107.75,4044.95,4104.1,467855331,8820.6
2012-07-31,4112.55,4130.6,4072.35,4126.45,545318046,10356.11
2012-08-01,4121.9,4144.6,4118.45,4141.85,465947362,8323.88
2012-08-02,4137.65,4140.55,4125.0,4138.9,381772239,6749.81
2012-08-03,4121.0,4132.65,4094.75,4129.05,431029458,8056.45
2012-08-06,4154.25,4184.65,4154.25,4172.45,414634199,7859.11
2012-08-07,4179.65,4217.05,4174.9,4206.15,450958255,9003.92
2012-08-08,4211.0,4230.0,4196.4,4201.6,565559506,10086.37
2012-08-09,4207.4,4222.0,4181.95,4190.15,527472681,10269.19
2012-08-10,4181.95,4192.4,4169.05,4186.95,410009571,9765.35
2012-08-13,4184.75,4216.5,4184.5,4213.25,395315549,8281.4
2012-08-14,4210.4,4239.1,4201.9,4234.5,427051081,8701.99
2012-08-16,4237.7,4242.35,4218.45,4222.65,463293871,9349.08
2012-08-17,4225.9,4252.3,4206.5,4223.7,523987329,9438.55
2012-08-21,4225.05,4259.9,4225.05,4257.95,408789860,8523.31
2012-08-22,4243.8,4266.2,4243.8,4249.65,422628835,8014.88
2012-08-23,4256.8,4274.05,4233.4,4248.05,485159043,9272.03
2012-08-24,4235.35,4235.85,4213.1,4226.0,514539065,8152.25
2012-08-27,4226.65,4235.4,4193.2,4194.95,427829566,6949.86
2012-08-28,4193.7,4199.9,4155.1,4176.35,558661053,8827.97
2012-08-29,4181.45,4181.45,4139.45,4143.6,505168652,8344.67
2012-08-30,4132.95,4173.15,4119.1,4162.95,759196299,13617.65
2012-08-31,4153.6,4162.5,4115.45,4129.9,516436174,10234.88
2012-09-03,4140.0,4157.45,4120.8,4128.1,403623788,7258.12
2012-09-04,4125.6,4149.95,4118.4,4148.3,436488264,7292.25
2012-09-05,4131.6,4140.7,4110.9,4115.35,439525800,8326.79
2012-09-06,4110.8,4142.1,4110.8,4125.95,415232750,7739.32
2012-09-07,4165.4,4198.1,4165.4,4195.75,440360340,9079.19
2012-09-08,4196.6,4215.3,4196.6,4210.9,50298431,799.92
2012-09-10,4212.6,4224.0,4205.65,4217.85,370757497,7320.99
2012-09-11,4202.6,4236.25,4201.1,4234.6,421968029,7339.95
2012-09-12,4242.65,4262.1,4236.85,4260.25,466014137,8484.11
2012-09-13,4262.5,4273.85,4252.85,4260.0,449089797,8208.74
2012-09-14,4311.6,4353.65,4311.6,4348.8,668531652,14025.61
2012-09-17,4378.9,4400.6,4359.25,4383.1,892543719,17385.05
2012-09-18,4378.95,4401.75,4371.9,4390.85,770611322,13063.0
2012-09-20,4355.95,4379.9,4349.75,4358.95,641967181,11657.62
2012-09-21,4371.85,4472.1,4371.85,4456.15,970243180,18150.66
2012-09-24,4456.55,4481.25,4446.95,4450.95,922147590,15292.64
2012-09-25,4454.35,4476.85,4440.45,4460.4,949781271,19113.14
2012-09-26,4448.95,4466.8,4440.0,4458.0,744944605,13274.03
2012-09-27,4463.75,4483.9,4450.6,4458.15,981596223,17939.5
2012-09-28,4478.3,4524.4,4478.3,4504.35,684041797,13143.07
2012-10-01,4505.3,4525.0,4504.3,4522.95,528877774,9574.3
2012-10-03,4528.1,4548.25,4526.6,4539.6,665544681,12946.51
2012-10-04,4551.15,4597.65,4551.15,4579.4,864978565,13680.82
2012-10-05,4595.15,4602.1,4510.8,4547.9,854960348,19039.45
2012-10-08,4550.65,4550.65,4493.35,4499.85,600143347,11058.16
2012-10-09,4517.85,4541.6,4505.6,4523.25,594802462,10202.49
2012-10-10,4504.25,4509.8,4474.6,4477.3,597269532,9650.34
2012-10-11,4483.7,4531.85,4465.45,4523.6,740123800,11936.3
2012-10-12,4509.05,4544.7,4500.85,4506.15,666839440,11784.54
2012-10-15,4505.1,4516.9,4490.75,4511.85,449470420,7984.05
2012-10-16,4522.25,4533.35,4474.0,4480.45,539677588,9884.03
2012-10-17,4499.2,4505.9,4468.05,4488.5,570935280,9796.18
2012-10-18,4497.05,4536.6,4486.25,4535.2,600581539,10854.06
2012-10-19,4526.35,4533.45,4491.6,4509.45,536890880,9834.41
2012-10-22,4499.95,4530.55,4489.8,4528.45,424525200,8586.61
2012-10-23,4527.55,4534.5,4505.45,4510.0,455764615,7561.87
2012-10-25,4508.75,4524.15,4504.9,4518.4,677576045,12821.59
2012-10-26,4505.95,4516.1,4465.75,4480.3,558301681,9055.38
2012-10-29,4480.85,4503.25,4461.15,4475.0,436043613,8635.84
2012-10-30,4469.85,4490.2,4418.55,4424.1,531150507,9878.45
2012-10-31,4423.4,4451.9,4416.25,4448.85,512855384,9324.12
2012-11-01,4443.4,4476.75,4440.75,4473.85,477093972,8928.88
2012-11-02,4502.8,4521.25,4502.8,4510.25,513607042,9420.49
2012-11-05,4507.5,4519.55,4495.6,4511.3,379181147,7025.67
2012-11-06,4505.45,4531.65,4505.45,4528.3,462702841,8772.46
2012-11-07,4525.15,4571.25,4524.1,4559.1,579372815,10292.33
2012-11-08,4530.3,4552.6,4519.3,4548.95,555230684,10267.69
2012-11-09,4544.7,4563.05,4505.05,4508.8,550994441,10134.37
